"WellRow"	"WellColumn"	"Gnumber"	"Gnumber_2"	"Concentration"	"Concentration_2"	"Template"
"G"	43	"G00003"	"vehicle"	0.01	0	"treated.tsv"
"H"	44	"G00003"	"vehicle"	0.01	0	"treated.tsv"
"I"	45	"G00004"	"vehicle"	0.01	0	"treated.tsv"
"J"	46	"G00004"	"vehicle"	0.01	0	"treated.tsv"
"K"	47	"G00004"	"vehicle"	0.01	0	"treated.tsv"
"C"	48	"G00002"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"D"	49	"G00002"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"E"	50	"G00002"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"F"	51	"G00003"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"G"	52	"G00003"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"H"	53	"G00003"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"I"	54	"G00004"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"J"	55	"G00004"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"K"	56	"G00004"	"vehicle"	0.0316227766016838	0	"treated.tsv"
"C"	57	"G00002"	"vehicle"	0.1	0	"treated.tsv"
"D"	58	"G00002"	"vehicle"	0.1	0	"treated.tsv"
"E"	59	"G00002"	"vehicle"	0.1	0	"treated.tsv"
"F"	60	"G00003"	"vehicle"	0.1	0	"treated.tsv"
"G"	61	"G00003"	"vehicle"	0.1	0	"treated.tsv"
"H"	62	"G00003"	"vehicle"	0.1	0	"treated.tsv"
"I"	63	"G00004"	"vehicle"	0.1	0	"treated.tsv"
"J"	64	"G00004"	"vehicle"	0.1	0	"treated.tsv"
"K"	65	"G00004"	"vehicle"	0.1	0	"treated.tsv"
"C"	66	"G00002"	"vehicle"	0.316227766016838	0	"treated.tsv"
"D"	67	"G00002"	"vehicle"	0.316227766016838	0	"treated.tsv"
"E"	68	"G00002"	"vehicle"	0.316227766016838	0	"treated.tsv"
"F"	69	"G00003"	"vehicle"	0.316227766016838	0	"treated.tsv"
"G"	70	"G00003"	"vehicle"	0.316227766016838	0	"treated.tsv"
"H"	71	"G00003"	"vehicle"	0.316227766016838	0	"treated.tsv"
"I"	72	"G00004"	"vehicle"	0.316227766016838	0	"treated.tsv"
"J"	73	"G00004"	"vehicle"	0.316227766016838	0	"treated.tsv"
"K"	74	"G00004"	"vehicle"	0.316227766016838	0	"treated.tsv"
"C"	75	"G00002"	"vehicle"	1	0	"treated.tsv"
"D"	76	"G00002"	"vehicle"	1	0	"treated.tsv"
"E"	77	"G00002"	"vehicle"	1	0	"treated.tsv"
"F"	78	"G00003"	"vehicle"	1	0	"treated.tsv"
"G"	79	"G00003"	"vehicle"	1	0	"treated.tsv"
"H"	80	"G00003"	"vehicle"	1	0	"treated.tsv"
"I"	81	"G00004"	"vehicle"	1	0	"treated.tsv"
"J"	82	"G00004"	"vehicle"	1	0	"treated.tsv"
"K"	83	"G00004"	"vehicle"	1	0	"treated.tsv"
"C"	84	"G00002"	"vehicle"	3.16227766016838	0	"treated.tsv"
"D"	85	"G00002"	"vehicle"	3.16227766016838	0	"treated.tsv"
"E"	86	"G00002"	"vehicle"	3.16227766016838	0	"treated.tsv"
"F"	87	"G00003"	"vehicle"	3.16227766016838	0	"treated.tsv"
"G"	88	"G00003"	"vehicle"	3.16227766016838	0	"treated.tsv"
"H"	89	"G00003"	"vehicle"	3.16227766016838	0	"treated.tsv"
"I"	90	"G00004"	"vehicle"	3.16227766016838	0	"treated.tsv"
"J"	91	"G00004"	"vehicle"	3.16227766016838	0	"treated.tsv"
"K"	92	"G00004"	"vehicle"	3.16227766016838	0	"treated.tsv"
"C"	93	"G00002"	"vehicle"	10	0	"treated.tsv"
"D"	94	"G00002"	"vehicle"	10	0	"treated.tsv"
"E"	95	"G00002"	"vehicle"	10	0	"treated.tsv"
"F"	96	"G00003"	"vehicle"	10	0	"treated.tsv"
"G"	97	"G00003"	"vehicle"	10	0	"treated.tsv"
"H"	98	"G00003"	"vehicle"	10	0	"treated.tsv"
"I"	99	"G00004"	"vehicle"	10	0	"treated.tsv"
"J"	100	"G00004"	"vehicle"	10	0	"treated.tsv"
"K"	101	"G00004"	"vehicle"	10	0	"treated.tsv"
"C"	102	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"D"	103	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"E"	104	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"F"	105	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"G"	106	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"H"	107	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"I"	108	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"J"	109	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"K"	110	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"C"	111	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"D"	112	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"E"	113	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"F"	114	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"G"	115	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"H"	116	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"I"	117	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"J"	118	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"K"	119	"vehicle"	"G00026"	0	0.2	"treated.tsv"
"C"	120	"G00002"	"G00026"	0.001	0.2	"treated.tsv"
"D"	121	"G00002"	"G00026"	0.001	0.2	"treated.tsv"
"E"	122	"G00002"	"G00026"	0.001	0.2	"treated.tsv"
"F"	123	"G00003"	"G00026"	0.001	0.2	"treated.tsv"
"G"	124	"G00003"	"G00026"	0.001	0.2	"treated.tsv"
"H"	125	"G00003"	"G00026"	0.001	0.2	"treated.tsv"
"I"	126	"G00004"	"G00026"	0.001	0.2	"treated.tsv"
"J"	127	"G00004"	"G00026"	0.001	0.2	"treated.tsv"
"K"	128	"G00004"	"G00026"	0.001	0.2	"treated.tsv"
"C"	129	"G00002"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"D"	130	"G00002"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"E"	131	"G00002"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"F"	132	"G00003"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"G"	133	"G00003"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"H"	134	"G00003"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"I"	135	"G00004"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"J"	136	"G00004"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"K"	137	"G00004"	"G00026"	0.00316227766016838	0.2	"treated.tsv"
"C"	138	"G00002"	"G00026"	0.01	0.2	"treated.tsv"
"D"	139	"G00002"	"G00026"	0.01	0.2	"treated.tsv"
"E"	140	"G00002"	"G00026"	0.01	0.2	"treated.tsv"
"F"	141	"G00003"	"G00026"	0.01	0.2	"treated.tsv"
"G"	142	"G00003"	"G00026"	0.01	0.2	"treated.tsv"
"H"	143	"G00003"	"G00026"	0.01	0.2	"treated.tsv"
"I"	144	"G00004"	"G00026"	0.01	0.2	"treated.tsv"
"J"	145	"G00004"	"G00026"	0.01	0.2	"treated.tsv"
"K"	146	"G00004"	"G00026"	0.01	0.2	"treated.tsv"
"C"	147	"G00002"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"D"	148	"G00002"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"E"	149	"G00002"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"F"	150	"G00003"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"G"	151	"G00003"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"H"	152	"G00003"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"I"	153	"G00004"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"J"	154	"G00004"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"K"	155	"G00004"	"G00026"	0.0316227766016838	0.2	"treated.tsv"
"C"	156	"G00002"	"G00026"	0.1	0.2	"treated.tsv"
"D"	157	"G00002"	"G00026"	0.1	0.2	"treated.tsv"
"E"	158	"G00002"	"G00026"	0.1	0.2	"treated.tsv"
"F"	159	"G00003"	"G00026"	0.1	0.2	"treated.tsv"
"G"	160	"G00003"	"G00026"	0.1	0.2	"treated.tsv"
"H"	161	"G00003"	"G00026"	0.1	0.2	"treated.tsv"
"I"	162	"G00004"	"G00026"	0.1	0.2	"treated.tsv"
"J"	163	"G00004"	"G00026"	0.1	0.2	"treated.tsv"
"K"	164	"G00004"	"G00026"	0.1	0.2	"treated.tsv"
"C"	165	"G00002"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"D"	166	"G00002"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"E"	167	"G00002"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"F"	168	"G00003"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"G"	169	"G00003"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"H"	170	"G00003"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"I"	171	"G00004"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"J"	172	"G00004"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"K"	173	"G00004"	"G00026"	0.316227766016838	0.2	"treated.tsv"
"C"	174	"G00002"	"G00026"	1	0.2	"treated.tsv"
"D"	175	"G00002"	"G00026"	1	0.2	"treated.tsv"
"E"	176	"G00002"	"G00026"	1	0.2	"treated.tsv"
"F"	177	"G00003"	"G00026"	1	0.2	"treated.tsv"
"G"	178	"G00003"	"G00026"	1	0.2	"treated.tsv"
"H"	179	"G00003"	"G00026"	1	0.2	"treated.tsv"
"I"	180	"G00004"	"G00026"	1	0.2	"treated.tsv"
"J"	181	"G00004"	"G00026"	1	0.2	"treated.tsv"
"K"	182	"G00004"	"G00026"	1	0.2	"treated.tsv"
"C"	183	"G00002"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"D"	184	"G00002"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"E"	185	"G00002"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"F"	186	"G00003"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"G"	187	"G00003"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"H"	188	"G00003"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"I"	189	"G00004"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"J"	190	"G00004"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"K"	191	"G00004"	"G00026"	3.16227766016838	0.2	"treated.tsv"
"C"	192	"G00002"	"G00026"	10	0.2	"treated.tsv"
"D"	193	"G00002"	"G00026"	10	0.2	"treated.tsv"
"E"	194	"G00002"	"G00026"	10	0.2	"treated.tsv"
"F"	195	"G00003"	"G00026"	10	0.2	"treated.tsv"
"G"	196	"G00003"	"G00026"	10	0.2	"treated.tsv"
"H"	197	"G00003"	"G00026"	10	0.2	"treated.tsv"
"I"	198	"G00004"	"G00026"	10	0.2	"treated.tsv"
"J"	199	"G00004"	"G00026"	10	0.2	"treated.tsv"
"K"	200	"G00004"	"G00026"	10	0.2	"treated.tsv"
"C"	201	"vehicle"	"G00026"	0	1	"treated.tsv"
"D"	202	"vehicle"	"G00026"	0	1	"treated.tsv"
"E"	203	"vehicle"	"G00026"	0	1	"treated.tsv"
"F"	204	"vehicle"	"G00026"	0	1	"treated.tsv"
"G"	205	"vehicle"	"G00026"	0	1	"treated.tsv"
"H"	206	"vehicle"	"G00026"	0	1	"treated.tsv"
"I"	207	"vehicle"	"G00026"	0	1	"treated.tsv"
"J"	208	"vehicle"	"G00026"	0	1	"treated.tsv"
"K"	209	"vehicle"	"G00026"	0	1	"treated.tsv"
"C"	210	"vehicle"	"G00026"	0	1	"treated.tsv"
"D"	211	"vehicle"	"G00026"	0	1	"treated.tsv"
"E"	212	"vehicle"	"G00026"	0	1	"treated.tsv"
"F"	213	"vehicle"	"G00026"	0	1	"treated.tsv"
"G"	214	"vehicle"	"G00026"	0	1	"treated.tsv"
"H"	215	"vehicle"	"G00026"	0	1	"treated.tsv"
"I"	216	"vehicle"	"G00026"	0	1	"treated.tsv"
"J"	217	"vehicle"	"G00026"	0	1	"treated.tsv"
"K"	218	"vehicle"	"G00026"	0	1	"treated.tsv"
"C"	219	"G00002"	"G00026"	0.001	1	"treated.tsv"
"D"	220	"G00002"	"G00026"	0.001	1	"treated.tsv"
"E"	221	"G00002"	"G00026"	0.001	1	"treated.tsv"
"F"	222	"G00003"	"G00026"	0.001	1	"treated.tsv"
"G"	223	"G00003"	"G00026"	0.001	1	"treated.tsv"
"H"	224	"G00003"	"G00026"	0.001	1	"treated.tsv"
"I"	225	"G00004"	"G00026"	0.001	1	"treated.tsv"
"J"	226	"G00004"	"G00026"	0.001	1	"treated.tsv"
"K"	227	"G00004"	"G00026"	0.001	1	"treated.tsv"
"C"	228	"G00002"	"G00026"	0.00316227766016838	1	"treated.tsv"
"D"	229	"G00002"	"G00026"	0.00316227766016838	1	"treated.tsv"
"E"	230	"G00002"	"G00026"	0.00316227766016838	1	"treated.tsv"
"F"	231	"G00003"	"G00026"	0.00316227766016838	1	"treated.tsv"
"G"	232	"G00003"	"G00026"	0.00316227766016838	1	"treated.tsv"
"H"	233	"G00003"	"G00026"	0.00316227766016838	1	"treated.tsv"
"I"	234	"G00004"	"G00026"	0.00316227766016838	1	"treated.tsv"
"J"	235	"G00004"	"G00026"	0.00316227766016838	1	"treated.tsv"
"K"	236	"G00004"	"G00026"	0.00316227766016838	1	"treated.tsv"
"C"	237	"G00002"	"G00026"	0.01	1	"treated.tsv"
"D"	238	"G00002"	"G00026"	0.01	1	"treated.tsv"
"E"	239	"G00002"	"G00026"	0.01	1	"treated.tsv"
"F"	240	"G00003"	"G00026"	0.01	1	"treated.tsv"
"G"	241	"G00003"	"G00026"	0.01	1	"treated.tsv"
"H"	242	"G00003"	"G00026"	0.01	1	"treated.tsv"
"I"	243	"G00004"	"G00026"	0.01	1	"treated.tsv"
"J"	244	"G00004"	"G00026"	0.01	1	"treated.tsv"
"K"	245	"G00004"	"G00026"	0.01	1	"treated.tsv"
"C"	246	"G00002"	"G00026"	0.0316227766016838	1	"treated.tsv"
"D"	247	"G00002"	"G00026"	0.0316227766016838	1	"treated.tsv"
"E"	248	"G00002"	"G00026"	0.0316227766016838	1	"treated.tsv"
"F"	249	"G00003"	"G00026"	0.0316227766016838	1	"treated.tsv"
"G"	250	"G00003"	"G00026"	0.0316227766016838	1	"treated.tsv"
"H"	251	"G00003"	"G00026"	0.0316227766016838	1	"treated.tsv"
"I"	252	"G00004"	"G00026"	0.0316227766016838	1	"treated.tsv"
"J"	253	"G00004"	"G00026"	0.0316227766016838	1	"treated.tsv"
"K"	254	"G00004"	"G00026"	0.0316227766016838	1	"treated.tsv"
"C"	255	"G00002"	"G00026"	0.1	1	"treated.tsv"
"D"	256	"G00002"	"G00026"	0.1	1	"treated.tsv"
"E"	257	"G00002"	"G00026"	0.1	1	"treated.tsv"
"F"	258	"G00003"	"G00026"	0.1	1	"treated.tsv"
"G"	259	"G00003"	"G00026"	0.1	1	"treated.tsv"
"H"	260	"G00003"	"G00026"	0.1	1	"treated.tsv"
"I"	261	"G00004"	"G00026"	0.1	1	"treated.tsv"
"J"	262	"G00004"	"G00026"	0.1	1	"treated.tsv"
"K"	263	"G00004"	"G00026"	0.1	1	"treated.tsv"
"C"	264	"G00002"	"G00026"	0.316227766016838	1	"treated.tsv"
"D"	265	"G00002"	"G00026"	0.316227766016838	1	"treated.tsv"
"E"	266	"G00002"	"G00026"	0.316227766016838	1	"treated.tsv"
"F"	267	"G00003"	"G00026"	0.316227766016838	1	"treated.tsv"
"G"	268	"G00003"	"G00026"	0.316227766016838	1	"treated.tsv"
"H"	269	"G00003"	"G00026"	0.316227766016838	1	"treated.tsv"
"I"	270	"G00004"	"G00026"	0.316227766016838	1	"treated.tsv"
"J"	271	"G00004"	"G00026"	0.316227766016838	1	"treated.tsv"
"K"	272	"G00004"	"G00026"	0.316227766016838	1	"treated.tsv"
"C"	273	"G00002"	"G00026"	1	1	"treated.tsv"
"D"	274	"G00002"	"G00026"	1	1	"treated.tsv"
"E"	275	"G00002"	"G00026"	1	1	"treated.tsv"
"F"	276	"G00003"	"G00026"	1	1	"treated.tsv"
"G"	277	"G00003"	"G00026"	1	1	"treated.tsv"
"H"	278	"G00003"	"G00026"	1	1	"treated.tsv"
"I"	279	"G00004"	"G00026"	1	1	"treated.tsv"
"J"	280	"G00004"	"G00026"	1	1	"treated.tsv"
"K"	281	"G00004"	"G00026"	1	1	"treated.tsv"
"C"	282	"G00002"	"G00026"	3.16227766016838	1	"treated.tsv"
"D"	283	"G00002"	"G00026"	3.16227766016838	1	"treated.tsv"
"E"	284	"G00002"	"G00026"	3.16227766016838	1	"treated.tsv"
"F"	285	"G00003"	"G00026"	3.16227766016838	1	"treated.tsv"
"G"	286	"G00003"	"G00026"	3.16227766016838	1	"treated.tsv"
"H"	287	"G00003"	"G00026"	3.16227766016838	1	"treated.tsv"
"I"	288	"G00004"	"G00026"	3.16227766016838	1	"treated.tsv"
"J"	289	"G00004"	"G00026"	3.16227766016838	1	"treated.tsv"
"K"	290	"G00004"	"G00026"	3.16227766016838	1	"treated.tsv"
"C"	291	"G00002"	"G00026"	10	1	"treated.tsv"
"D"	292	"G00002"	"G00026"	10	1	"treated.tsv"
"E"	293	"G00002"	"G00026"	10	1	"treated.tsv"
"F"	294	"G00003"	"G00026"	10	1	"treated.tsv"
"G"	295	"G00003"	"G00026"	10	1	"treated.tsv"
"H"	296	"G00003"	"G00026"	10	1	"treated.tsv"
"I"	297	"G00004"	"G00026"	10	1	"treated.tsv"
"J"	298	"G00004"	"G00026"	10	1	"treated.tsv"
"K"	299	"G00004"	"G00026"	10	1	"treated.tsv"
