"WellRow"	"WellColumn"	"Gnumber"	"Concentration"	"Template"
NA	3	"G00003"	10	"treated.tsv"
NA	4	"G00003"	10	"treated.tsv"
NA	5	"G00003"	10	"treated.tsv"
NA	6	"G00003"	10	"treated.tsv"
NA	7	"G00003"	10	"treated.tsv"
NA	3	"G00004"	10	"treated.tsv"
NA	4	"G00004"	10	"treated.tsv"
NA	5	"G00004"	10	"treated.tsv"
NA	6	"G00004"	10	"treated.tsv"
NA	7	"G00004"	10	"treated.tsv"
NA	3	"G00005"	10	"treated.tsv"
NA	4	"G00005"	10	"treated.tsv"
NA	5	"G00005"	10	"treated.tsv"
NA	6	"G00005"	10	"treated.tsv"
NA	7	"G00005"	10	"treated.tsv"
"C"	4	"vehicle"	0	"treated.tsv"
"D"	5	"vehicle"	0	"treated.tsv"
"E"	6	"vehicle"	0	"treated.tsv"
"F"	7	"vehicle"	0	"treated.tsv"
"G"	3	"vehicle"	0	"treated.tsv"
"H"	4	"vehicle"	0	"treated.tsv"
"I"	5	"vehicle"	0	"treated.tsv"
"J"	6	"vehicle"	0	"treated.tsv"
"K"	7	"vehicle"	0	"treated.tsv"
"L"	3	"vehicle"	0	"treated.tsv"
"M"	4	"vehicle"	0	"treated.tsv"
"N"	5	"vehicle"	0	"treated.tsv"
"O"	6	"vehicle"	0	"treated.tsv"
"P"	7	"vehicle"	0	"treated.tsv"
"Q"	3	"G00002"	0.001	"treated.tsv"
"R"	4	"G00002"	0.001	"treated.tsv"
"S"	5	"G00002"	0.001	"treated.tsv"
"T"	6	"G00002"	0.001	"treated.tsv"
"U"	7	"G00002"	0.001	"treated.tsv"
"V"	3	"G00003"	0.001	"treated.tsv"
"W"	4	"G00003"	0.001	"treated.tsv"
"X"	5	"G00003"	0.001	"treated.tsv"
"Y"	6	"G00003"	0.001	"treated.tsv"
"Z"	7	"G00003"	0.001	"treated.tsv"
NA	3	"G00002"	0.00316227766016838	"treated.tsv"
NA	4	"G00002"	0.00316227766016838	"treated.tsv"
"C"	5	"G00002"	0.00316227766016838	"treated.tsv"
"D"	6	"G00002"	0.00316227766016838	"treated.tsv"
"E"	7	"G00002"	0.00316227766016838	"treated.tsv"
"F"	3	"G00003"	0.00316227766016838	"treated.tsv"
"G"	4	"G00003"	0.00316227766016838	"treated.tsv"
"H"	5	"G00003"	0.00316227766016838	"treated.tsv"
"I"	6	"G00003"	0.00316227766016838	"treated.tsv"
"J"	7	"G00003"	0.00316227766016838	"treated.tsv"
"K"	3	"G00002"	0.01	"treated.tsv"
"L"	4	"G00002"	0.01	"treated.tsv"
"M"	5	"G00002"	0.01	"treated.tsv"
"N"	6	"G00002"	0.01	"treated.tsv"
"O"	7	"G00002"	0.01	"treated.tsv"
"P"	3	"G00003"	0.01	"treated.tsv"
"Q"	4	"G00003"	0.01	"treated.tsv"
"R"	5	"G00003"	0.01	"treated.tsv"
"S"	6	"G00003"	0.01	"treated.tsv"
"T"	7	"G00003"	0.01	"treated.tsv"
"U"	3	"G00002"	0.0316227766016838	"treated.tsv"
"V"	4	"G00002"	0.0316227766016838	"treated.tsv"
"W"	5	"G00002"	0.0316227766016838	"treated.tsv"
"X"	6	"G00002"	0.0316227766016838	"treated.tsv"
"Y"	7	"G00002"	0.0316227766016838	"treated.tsv"
"Z"	3	"G00003"	0.0316227766016838	"treated.tsv"
NA	4	"G00003"	0.0316227766016838	"treated.tsv"
NA	5	"G00003"	0.0316227766016838	"treated.tsv"
"C"	6	"G00003"	0.0316227766016838	"treated.tsv"
"D"	7	"G00003"	0.0316227766016838	"treated.tsv"
"E"	3	"G00002"	0.1	"treated.tsv"
"F"	4	"G00002"	0.1	"treated.tsv"
"G"	5	"G00002"	0.1	"treated.tsv"
"H"	6	"G00002"	0.1	"treated.tsv"
"I"	7	"G00002"	0.1	"treated.tsv"
"J"	3	"G00003"	0.1	"treated.tsv"
"K"	4	"G00003"	0.1	"treated.tsv"
"L"	5	"G00003"	0.1	"treated.tsv"
"M"	6	"G00003"	0.1	"treated.tsv"
"N"	7	"G00003"	0.1	"treated.tsv"
"O"	3	"G00002"	0.316227766016838	"treated.tsv"
"P"	4	"G00002"	0.316227766016838	"treated.tsv"
"Q"	5	"G00002"	0.316227766016838	"treated.tsv"
"R"	6	"G00002"	0.316227766016838	"treated.tsv"
"S"	7	"G00002"	0.316227766016838	"treated.tsv"
"T"	3	"G00003"	0.316227766016838	"treated.tsv"
"U"	4	"G00003"	0.316227766016838	"treated.tsv"
"V"	5	"G00003"	0.316227766016838	"treated.tsv"
"W"	6	"G00003"	0.316227766016838	"treated.tsv"
"X"	7	"G00003"	0.316227766016838	"treated.tsv"
"Y"	3	"G00002"	1	"treated.tsv"
"Z"	4	"G00002"	1	"treated.tsv"
"C"	7	"G00002"	1	"treated.tsv"
"D"	3	"G00003"	1	"treated.tsv"
"E"	4	"G00003"	1	"treated.tsv"
"F"	5	"G00003"	1	"treated.tsv"
"G"	6	"G00003"	1	"treated.tsv"
"H"	7	"G00003"	1	"treated.tsv"
"I"	3	"G00002"	3.16227766016838	"treated.tsv"
"J"	4	"G00002"	3.16227766016838	"treated.tsv"
"K"	5	"G00002"	3.16227766016838	"treated.tsv"
"L"	6	"G00002"	3.16227766016838	"treated.tsv"
"M"	7	"G00002"	3.16227766016838	"treated.tsv"
"N"	3	"G00003"	3.16227766016838	"treated.tsv"
"O"	4	"G00003"	3.16227766016838	"treated.tsv"
"P"	5	"G00003"	3.16227766016838	"treated.tsv"
"Q"	6	"G00003"	3.16227766016838	"treated.tsv"
"R"	7	"G00003"	3.16227766016838	"treated.tsv"
"S"	3	"G00002"	10	"treated.tsv"
"T"	4	"G00002"	10	"treated.tsv"
"U"	5	"G00002"	10	"treated.tsv"
"V"	6	"G00002"	10	"treated.tsv"
"W"	7	"G00002"	10	"treated.tsv"
"X"	3	"G00003"	10	"treated.tsv"
"Y"	4	"G00003"	10	"treated.tsv"
"Z"	5	"G00003"	10	"treated.tsv"
