Concentration	GRvalue	RelativeViability	CorrectedReadout	std_GRvalue	std_RelativeViability	Gnumber	DrugName	Duration	gcsi_moa	clid	CellLineName	Tissue	ReferenceDivisionTime
1	-0.649833333333333	0.1326	13.2	0.0772013169145018	0.0335594994003188	G00011	drug_011	72	moa_B	CL00020	cellline_KB	tissue_z	62
3.16227766016838	-0.716766666666667	0.103966666666667	10.3333333333333	0.0905342108450354	0.0386210219094904	G00011	drug_011	72	moa_B	CL00020	cellline_KB	tissue_z	62
10	-0.662233333333333	0.127266666666667	12.6666666666667	0.0846165665418619	0.0368011322289591	G00011	drug_011	72	moa_B	CL00020	cellline_KB	tissue_z	62
0.001	0.985533333333333	0.980433333333333	98.3666666666667	0.0274184852487028	0.0376802777767539	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
0.00316227766016838	0.869566666666667	0.829666666666667	83.2666666666667	0.00761336544067949	0.00931897705401904	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
0.01	0.7436	0.684466666666667	68.7	0.0379478589646373	0.04087864152994	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
0.0316227766016838	0.684166666666667	0.621666666666667	62.3666666666667	0.0328710105310643	0.0336630856181268	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
0.1	0.691833333333333	0.629366666666667	63.1666666666667	0.0247265714027103	0.0252866236048495	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
0.316227766016838	0.678966666666667	0.616433333333333	61.8333333333333	0.0363505616646199	0.0369505525443576	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
1	0.6766	0.614066666666667	61.6	0.0375855025242446	0.0383009573422563	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
3.16227766016838	0.708033333333333	0.646166666666667	64.8333333333333	0.0234120339426829	0.0246860959516351	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
10	0.678533333333333	0.615666666666667	61.8	0.0177474880851724	0.0181511248503594	G00002	drug_002	72	moa_A	CL00011	cellline_BA	tissue_x	26
0.001	1.00403333333333	1.00513333333333	100.066666666667	0.0306780594779613	0.0368144446288863	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
0.00316227766016838	0.980166666666667	0.9765	97.2	0.0210497822633236	0.0248308276140768	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
0.01	0.94	0.929566666666667	92.5333333333333	0.0144958614783668	0.0167255293887319	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
0.0316227766016838	0.874266666666667	0.856	85.2	0.0332146553998883	0.036533956807332	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
0.1	0.8463	0.825666666666667	82.2	0.0330714378278296	0.0352429189105178	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
0.316227766016838	0.825866666666667	0.804066666666667	80.0333333333333	0.0394875085733872	0.0419337970297627	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
1	0.819266666666667	0.797033333333333	79.3333333333333	0.0382426899332844	0.040523614514667	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
3.16227766016838	0.812166666666667	0.789266666666667	78.5666666666667	0.00806370469035998	0.00842397372582162	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
10	0.8527	0.832533333333333	82.8666666666667	0.0301257365055197	0.0326535347754777	G00002	drug_002	72	moa_A	CL00012	cellline_CA	tissue_x	30
0.001	0.981833333333333	0.981166666666667	98.7666666666667	0.0389678499962898	0.0408024917539766	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
0.00316227766016838	1.0074	1.00786666666667	101.466666666667	0.00837197706638029	0.00887487089107964	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
0.01	1.0042	1.00456666666667	101.133333333333	0.0239432662767635	0.0255312227152037	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
0.0316227766016838	0.899466666666667	0.8966	90.2666666666667	0.0197773439403104	0.0197197870171054	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
0.1	0.856833333333333	0.8546	86.0333333333333	0.0270378130279306	0.0262289915932733	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
0.316227766016838	0.809333333333333	0.808933333333333	81.4333333333333	0.0202781491594606	0.019179763641227	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
1	0.8063	0.806133333333333	81.1666666666667	0.0284198874030141	0.0270045057968728	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
3.16227766016838	0.8393	0.837666666666667	84.3333333333333	0.0329587621126765	0.0319196386779884	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
10	0.8086	0.808266666666667	81.3666666666667	0.0271933815477222	0.0256796287615949	G00002	drug_002	72	moa_A	CL00013	cellline_DA	tissue_x	34
0.001	0.988366666666667	0.989033333333333	98.4333333333333	0.0151951746726825	0.0142878736463245	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
0.00316227766016838	0.9841	0.985033333333333	98.0333333333333	0.0159662143290136	0.0149547094031724	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
0.01	0.998766666666667	0.998933333333333	99.4	0.0254370464742535	0.0241330340681261	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
0.0316227766016838	1.02423333333333	1.0231	101.833333333333	0.00551935986626453	0.00526782687642635	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
0.1	0.9333	0.9378	93.3333333333333	0.0186249832214689	0.0170868370390778	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
0.316227766016838	0.940466666666667	0.944366666666667	94	0.0129001291983194	0.0119358004898429	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
1	0.956766666666667	0.959633333333333	95.5	0.0369535293758706	0.0341974170564581	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
3.16227766016838	0.950733333333333	0.953933333333333	94.9666666666667	0.021425529942882	0.0197793663531806	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
10	0.940833333333333	0.944733333333333	94.0333333333333	0.0150540138612043	0.0139270719583598	G00002	drug_002	72	moa_A	CL00014	cellline_EA	tissue_x	38
0.001	0.956933333333333	0.9636	96.5	0.0497608614609247	0.0420593628101996	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
0.00316227766016838	0.7341	0.783133333333333	78.4666666666667	0.0301799602385424	0.023397934381764	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
0.01	0.39	0.5361	53.7	0.0381964658050977	0.0253627679877414	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
0.0316227766016838	0.359133333333333	0.515733333333333	51.6666666666667	0.00873002481859784	0.00568536131950586	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
0.1	0.288733333333333	0.470933333333333	47.1666666666667	0.0380817979267436	0.0239633748318832	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
0.316227766016838	0.302333333333333	0.479633333333333	48.0666666666667	0.052503555435164	0.033380433390436	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
1	0.315533333333333	0.488	48.9	0.0530001257860143	0.0337017803684019	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
3.16227766016838	0.365	0.519766666666667	52.0666666666667	0.0457055795281057	0.029766144079026	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
10	0.332366666666667	0.498866666666667	49.9666666666667	0.0636047430097264	0.0409001629988602	G00002	drug_002	72	moa_A	CL00015	cellline_FA	tissue_x	42
0.001	0.9128	0.9329	94.3	0.0612544692247023	0.046902878376492	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
0.00316227766016838	0.495366666666667	0.634633333333333	64.1333333333333	0.0563675734206586	0.0375745037669605	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
0.01	-0.334966666666667	0.1789	18.1	0.0612565370661233	0.0253266657892428	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
0.0316227766016838	-0.740133333333333	0.0460333333333333	4.66666666666667	0.163410811555825	0.0377816533959716	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
0.1	-0.8968	0.00993333333333333	1	0.0316254644234674	0.00439355588712985	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
0.316227766016838	-0.83	0.0214666666666667	2.16666666666667	0.0411616326206821	0.00803513119577604	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
1	-0.745533333333333	0.0405666666666667	4.1	0.0710377599121294	0.0180577776410425	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
3.16227766016838	-0.815133333333333	0.0277333333333333	2.8	0.135299716678688	0.0301345869945704	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
10	-0.850566666666667	0.0178333333333333	1.8	0.051298765417243	0.0096857283326208	G00002	drug_002	72	moa_A	CL00016	cellline_GB	tissue_y	46
0.001	0.992133333333333	0.994533333333333	98.9	0.0612357194236611	0.0441171546377747	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
0.00316227766016838	0.997233333333333	0.998233333333333	99.2333333333333	0.0672816716003202	0.0486057952648996	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
0.01	0.922	0.9446	93.9	0.0712542630303618	0.0506450392437403	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
0.0316227766016838	0.2624	0.515566666666667	51.2666666666667	0.0292000000000001	0.0171418590979314	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
0.1	-0.123633333333333	0.305	30.3333333333333	0.051896949171732	0.0261367557282843	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
0.316227766016838	-0.233066666666667	0.251733333333333	25.0333333333333	0.0488104838465399	0.0230131122044224	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
1	-0.132866666666667	0.300266666666667	29.8666666666667	0.0355587307610006	0.0176647483235208	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
3.16227766016838	-0.2621	0.238066666666667	23.6666666666667	0.0397727293506493	0.0185419344549951	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
10	-0.141466666666667	0.296066666666667	29.4333333333333	0.0450897253632503	0.0222545126509958	G00002	drug_002	72	moa_A	CL00017	cellline_HB	tissue_y	50
0.001	0.974366666666667	0.983	97.9333333333333	0.0375345618508239	0.0249441375878181	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
0.00316227766016838	0.892133333333333	0.928733333333333	92.5333333333333	0.0154571450576532	0.010121429411567	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
0.01	-0.0161333333333333	0.3884	38.7	0.0364122689945756	0.0191538507877659	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
0.0316227766016838	-0.5992	0.1175	11.7	0.0457370746768964	0.0179033516415223	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
0.1	-0.778166666666667	0.0553666666666667	5.5	0.111485709099119	0.0350542912256593	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
0.316227766016838	-0.849633333333333	0.0353666666666667	3.53333333333333	0.135877788226529	0.0404932504663843	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
1	-0.7361	0.0672333333333333	6.7	0.0208583316686642	0.00706705973749574	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
3.16227766016838	-0.8198	0.0436333333333333	4.33333333333333	0.127852219378468	0.0370054500490581	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
10	-0.7831	0.0525	5.23333333333333	0.0691937135872906	0.0220932116271039	G00002	drug_002	72	moa_A	CL00018	cellline_IB	tissue_y	54
0.001	1.0635	1.0396	103.533333333333	0.0295836103273418	0.0185170191985643	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
0.00316227766016838	1.0305	1.019	101.5	0.0316927436489806	0.0197273921236437	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
0.01	1.0446	1.0278	102.366666666667	0.0354715378860292	0.0221433963067999	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
0.0316227766016838	0.924233333333333	0.9532	94.9333333333333	0.0278927111147936	0.0171612936575306	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
0.1	0.449133333333333	0.670366666666667	66.7666666666667	0.0298035792034	0.0171085748481086	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
0.316227766016838	0.167766666666667	0.5128	51.0666666666667	0.0288260877215992	0.0156920361967464	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
1	0.1755	0.517133333333333	51.5	0.0586129678484207	0.032019421189855	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
3.16227766016838	0.218466666666667	0.540533333333333	53.8333333333333	0.00789957804780311	0.00434664621672081	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
10	0.158366666666667	0.507666666666667	50.5666666666667	0.0144195469184484	0.00783092161455686	G00002	drug_002	72	moa_A	CL00019	cellline_JB	tissue_z	58
0.001	0.938066666666667	0.9642	95.8666666666667	0.0651571433791672	0.0376864697205774	G00002	drug_002	72	moa_A	CL00020	cellline_KB	tissue_z	62
