Barcode	clid	CellLineName	Tissue	ReferenceDivisionTime	Gnumber	DrugName	drug_moa	Concentration	ReadoutValue	BackgroundValue	Duration
plate_1	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	104.4	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	102.9	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	104.7	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	98.5	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	103.1	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	95.1	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	95.1	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	101.8	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	104.3	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	97.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	103.1	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	102.9	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	104.9	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	101.1	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	102.1	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	102.7	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	103.9	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	101.3	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	97.6	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	103.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	99.4	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	98.9	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	97.2	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	95.7	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	97.8	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	98.1	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	95.4	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	96.8	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	96.8	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	102.6	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	97.9	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	103.7	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	99	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	100.7	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	98.5	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	101.7	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	95.3	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	99	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	97	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	103.6	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	104.7	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	98.2	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	102.3	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	98.4	0	72
plate_1	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	104.8	0	72
plate_1	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	99	0	72
plate_1	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	98.8	0	72
plate_1	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	100.6	0	72
plate_1	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	97	0	72
plate_1	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	99.3	0	72
plate_1	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	95.9	0	72
plate_1	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	96.2	0	72
plate_1	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	99.4	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	97	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	99.3	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	104.8	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	103.3	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	97.9	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	101	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	104	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	99.5	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	96.5	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	96.3	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	95.2	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	102.4	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	98.7	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	100.7	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	103.3	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	103.1	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	103.7	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	96.1	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	104.5	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	100.7	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	95.4	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	97.5	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	104.8	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	103.9	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	97.4	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	102.6	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	100.6	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	98.1	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	101.9	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	98.4	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	97.1	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	104.2	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	95.2	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	104.6	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	98.2	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	101.7	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	100.3	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	103.2	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	96.9	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	99	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	96.8	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	97.9	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	101.3	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	98	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	99.4	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	102.3	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	101.7	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	98.1	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	99.8	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	97.9	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	96.8	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	98.6	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	104	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	98.9	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	102.8	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	97.8	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	103.5	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	96.7	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	95.8	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	97.9	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	103.4	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	104.5	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	95.4	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	102.6	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	98	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	101.5	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	95.8	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	104.8	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	95.1	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	100.4	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	104.7	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	96	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	97.6	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	104	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	98.9	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	102.9	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	98.5	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	96.4	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	101.5	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	100.4	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	104.5	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	100.7	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	104.5	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	102.8	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	96.2	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	103.4	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	95.9	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	102.5	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	95.7	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	95.8	0	72
plate_2	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	96.1	0	72
plate_2	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	99.1	0	72
plate_2	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	104.7	0	72
plate_2	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	96.6	0	72
plate_2	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	100	0	72
plate_2	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	97	0	72
plate_2	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	97	0	72
plate_2	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	96.8	0	72
plate_2	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	97.7	0	72
plate_2	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	96.3	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	103.6	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	101.5	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	101	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	104.7	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	98.8	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	103.2	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	97.3	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	97.1	0	72
plate_3	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	96.9	0	72
plate_3	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	97.4	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	104.8	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	100.2	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	103.3	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	101.7	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	104.8	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	95.6	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	98.4	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	95.1	0	72
plate_3	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	98.6	0	72
plate_3	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	97.1	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	96.5	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	104.4	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	99	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	99.9	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	101.8	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	103.5	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	104.1	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	99.8	0	72
plate_3	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	102.1	0	72
plate_3	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	103.3	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	101.8	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	98.4	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	103.9	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	100.3	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	103.7	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	97.6	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	100.4	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	97.2	0	72
plate_3	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	97.2	0	72
plate_3	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	99.7	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	103.9	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	98	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	100.6	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	102.6	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	104.6	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	104.5	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	98.3	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	100.2	0	72
plate_3	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	96.5	0	72
plate_3	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	98.6	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	102	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	95.8	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	97.5	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	95.5	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	102.4	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	95.1	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	95.4	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	97.8	0	72
plate_3	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	95.4	0	72
plate_3	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	101.3	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	102.5	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	95.5	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	101.3	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	98.6	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	103.1	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	101.7	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	95.2	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	101.9	0	72
plate_3	CL00019	cellline_JB	tissue_z	58	vehicle	vehicle	vehicle	0	103.9	0	72
plate_3	CL00020	cellline_KB	tissue_z	62	vehicle	vehicle	vehicle	0	100.4	0	72
plate_3	CL00011	cellline_BA	tissue_x	26	vehicle	vehicle	vehicle	0	103.9	0	72
plate_3	CL00012	cellline_CA	tissue_x	30	vehicle	vehicle	vehicle	0	104.1	0	72
plate_3	CL00013	cellline_DA	tissue_x	34	vehicle	vehicle	vehicle	0	103.5	0	72
plate_3	CL00014	cellline_EA	tissue_x	38	vehicle	vehicle	vehicle	0	97.9	0	72
plate_3	CL00015	cellline_FA	tissue_x	42	vehicle	vehicle	vehicle	0	102.8	0	72
plate_3	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	99.9	0	72
plate_3	CL00017	cellline_HB	tissue_y	50	vehicle	vehicle	vehicle	0	104.8	0	72
plate_3	CL00018	cellline_IB	tissue_y	54	vehicle	vehicle	vehicle	0	97.4	0	72
