Barcode	clid	CellLineName	Tissue	ReferenceDivisionTime	Gnumber	DrugName	drug_moa	Concentration	Gnumber_2	DrugName_2	drug_moa_2	Concentration_2	Gnumber_3	DrugName_3	drug_moa_3	Concentration_3	ReadoutValue	BackgroundValue	Duration
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	34.1337256426827	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	25.8832394806399	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	61.1665276427323	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	61.1665276427323	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	61.1665276427323	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.316227766016838	G00010	drug_010	moa_A	0.1	20.8784147307259	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.316227766016838	G00010	drug_010	moa_A	1	15.8318788317602	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	94.0493436974407	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	94.0493436974407	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	94.0493436974407	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.1	G00010	drug_010	moa_A	0.1	32.1025449464281	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.1	G00010	drug_010	moa_A	1	24.3430168591787	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	98.5067852427482	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	98.5067852427482	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	98.5067852427482	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.316227766016838	G00010	drug_010	moa_A	0.1	33.6240358141863	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.316227766016838	G00010	drug_010	moa_A	1	25.4967471290602	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	99.8855968065889	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	99.8855968065889	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	99.8855968065889	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.1	G00010	drug_010	moa_A	0.1	34.0946755705173	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.1	G00010	drug_010	moa_A	1	25.8536282281158	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	99.9817037469059	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	99.9817037469059	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	99.9817037469059	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.01	G00010	drug_010	moa_A	0.1	34.1274804498487	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.01	G00010	drug_010	moa_A	1	25.8785038176356	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.00316227766016838	vehicle	vehicle	vehicle	0	99.9990405080028	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.00316227766016838	vehicle	vehicle	vehicle	0	99.9990405080028	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.00316227766016838	vehicle	vehicle	vehicle	0	99.9990405080028	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.00316227766016838	G00010	drug_010	moa_A	0.1	34.1333981323168	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.00316227766016838	G00010	drug_010	moa_A	1	25.8829911330285	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.01	vehicle	vehicle	vehicle	0	99.9993547964844	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.01	vehicle	vehicle	vehicle	0	99.9993547964844	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.01	vehicle	vehicle	vehicle	0	99.9993547964844	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.01	G00010	drug_010	moa_A	0.1	34.1335054106848	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.01	G00010	drug_010	moa_A	1	25.8830724810688	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.00316227766016838	vehicle	vehicle	vehicle	0	99.9999515871561	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.00316227766016838	vehicle	vehicle	vehicle	0	99.9999515871561	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.00316227766016838	vehicle	vehicle	vehicle	0	99.9999515871561	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.00316227766016838	G00010	drug_010	moa_A	0.1	34.1337091175754	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.00316227766016838	G00010	drug_010	moa_A	1	25.8832269498276	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	34.1337256426827	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	25.8832394806399	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	34.1337256426827	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	25.8832394806399	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	100	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	34.1337256426827	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	25.8832394806399	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	3.16227766016838	vehicle	vehicle	vehicle	0	44.1335197860242	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	3.16227766016838	vehicle	vehicle	vehicle	0	44.1335197860242	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	3.16227766016838	vehicle	vehicle	vehicle	0	44.1335197860242	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	3.16227766016838	G00010	drug_010	moa_A	0.1	15.0644145602206	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	3.16227766016838	G00010	drug_010	moa_A	1	11.4231846174522	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	45.3280649026506	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	45.3280649026506	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	1	vehicle	vehicle	vehicle	0	45.3280649026506	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	1	G00010	drug_010	moa_A	0.1	15.4721573130079	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	1	G00010	drug_010	moa_A	1	11.7323715906929	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	46.3158980873148	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	46.3158980873148	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	3.16227766016838	vehicle	vehicle	vehicle	0	46.3158980873148	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	3.16227766016838	G00010	drug_010	moa_A	0.1	15.8093415820685	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	3.16227766016838	G00010	drug_010	moa_A	1	11.9880548195488	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	84.3921210464125	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	84.3921210464125	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	1	vehicle	vehicle	vehicle	0	84.3921210464125	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	1	G00010	drug_010	moa_A	0.1	28.8061750620231	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	1	G00010	drug_010	moa_A	1	21.8434147932345	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	99.6530574056693	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	99.6530574056693	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.0316227766016838	vehicle	vehicle	vehicle	0	99.6530574056693	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.0316227766016838	G00010	drug_010	moa_A	0.1	34.0153012093963	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.0316227766016838	G00010	drug_010	moa_A	1	25.793439498089	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	99.991402241568	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	99.991402241568	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.0316227766016838	vehicle	vehicle	vehicle	0	99.991402241568	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.0316227766016838	G00010	drug_010	moa_A	0.1	34.1307909074081	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.0316227766016838	G00010	drug_010	moa_A	1	25.881014102235	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	99.9999496971326	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	99.9999496971326	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.001	vehicle	vehicle	vehicle	0	99.9999496971326	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.001	G00010	drug_010	moa_A	0.1	34.1337084724399	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00021	drug_021	moa_D	0.001	G00010	drug_010	moa_A	1	25.8832264606283	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	99.9999963673741	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	99.9999963673741	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.001	vehicle	vehicle	vehicle	0	99.9999963673741	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.001	G00010	drug_010	moa_A	0.1	34.1337244027321	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	vehicle	vehicle	vehicle	0	G00026	drug_026	moa_E	0.001	G00010	drug_010	moa_A	1	25.8832385403986	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	33.997190740112	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	25.7797065227173	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	33.997190740112	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	25.7797065227173	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	vehicle	vehicle	vehicle	0	99.6	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	0.1	33.997190740112	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	vehicle	vehicle	vehicle	0	G00010	drug_010	moa_A	1	25.7797065227173	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	60.9218615321614	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	60.9218615321614	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.316227766016838	vehicle	vehicle	vehicle	0	60.9218615321614	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.316227766016838	G00010	drug_010	moa_A	0.1	20.794901071803	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.316227766016838	G00010	drug_010	moa_A	1	15.7685513164332	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	93.673146322651	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	93.673146322651	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.1	vehicle	vehicle	vehicle	0	93.673146322651	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.1	G00010	drug_010	moa_A	0.1	31.9741347666424	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.1	G00010	drug_010	moa_A	1	24.245644791742	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	98.1127581017772	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	98.1127581017772	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.316227766016838	vehicle	vehicle	vehicle	0	98.1127581017772	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.316227766016838	G00010	drug_010	moa_A	0.1	33.4895396709296	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.316227766016838	G00010	drug_010	moa_A	1	25.3947601405439	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	99.4860544193625	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	99.4860544193625	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.1	vehicle	vehicle	vehicle	0	99.4860544193625	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.1	G00010	drug_010	moa_A	0.1	33.9582968682352	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00026	drug_026	moa_E	0.1	G00010	drug_010	moa_A	1	25.7502137152033	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	99.5817769319183	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	99.5817769319183	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.01	vehicle	vehicle	vehicle	0	99.5817769319183	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.01	G00010	drug_010	moa_A	0.1	33.9909705280493	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.01	G00010	drug_010	moa_A	1	25.774989802365	0	72
plate_1	CL00016	cellline_GB	tissue_y	46	G00004	drug_004	moa_A	0.00316227766016838	G00021	drug_021	moa_D	0.00316227766016838	vehicle	vehicle	vehicle	0	99.5990443459708	0	72
